Species name,Common name,Order,Family,Diet,Trophic level via fishbase,NwP,N,Prop w plastic,average debris proportion (% mass),Type of debris,Color of debris,Average size of plastic,Size of fish,Habitat,Average depth,All_forage,Prime_forage,Second_forage,Primary_aggregation,Secondary_aggregation,Commercial,Aquaculture,Recreational ,IUCN status,Vulnerability score (via fishbase from Cheug et al 2005),Oceanographic province (from Longhurst 2007),Basin,Gyre,Year of collection,Publicaton year,Source,Notes
Serranus cabrilla,Comber,Perciformes,Serranidae,,3.4,2,6,0.333333333,,,,,,demersal,252.5,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,Y,Y,LC,36,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Sciaena umbra,Brown meagre,Perciformes,Sciaenidae,,3.8,1,1,1,,,,,,demersal,,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,N,NT,64,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Caranx crysos,Blue runner,Perciformes,Carangidae,,4.1,1,1,1,,,,,,reef-associated,50,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Particulate feeder,Schooling,,minor commercial,N,Y,LC,34,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Pomadasys incisus,Bastard grunt,Perciformes,Haemulidae,,3.8,9,29,0.310344828,,,,,,demersal,55,"Active predation, benthic foraging",Benthic foraging,Active predation,,,minor commercial,N,N,LC,40,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Pagellus acarne,Axillary seabream,Perciformes,Sparidae,"omnivorous, invertebrates",3.8,25,52,0.480769231,,,,,,benthopelagic,70,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,43,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Diplodus annularis,Annular seabream,Perciformes,Sparidae,,3.6,20,48,0.416666667,,,,,,benthopelagic,45,"Active predation, benthic foraging, particulate feeder",Benthic foraging,,,,commercial,N,Y,LC,27,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Siganus luridus,Dusky spinefish,Perciformes,Siganidae,,2,9,15,0.6,,,,,,reef-associated,,Grazing,Grazing,,Schooling,Solitary,minor commercial,N,N,LC,39,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Nemipterus randalli,Randall's threadfin bream,Perciformes,Nemipteridae,,3.7,38,135,0.281481481,,,,,,demersal,236,not listed,not listed,not listed,,,minor commercial,N,N,Not assessed,18,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Lagocephalus spadiceus,Half-smooth golden pufferfish,Tetraodontiformes,Tetraodontidae,,3.7,0,1,0,,,,,,demersal,,not listed,not listed,not listed,,,none,N,N,LC,31,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Trachurus mediterraneus,Mediterranean horse mackerel,Perciformes,Carangidae,,3.8,47,98,0.479591837,,,,,,pelagic-oceanic,,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,commercial,N,Y,LC,47,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,planktonic invertebrates,3.1,4,7,0.571428571,,,,,,pelagic-neritic,100,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,Spawning,highly commercial,N,N,LC,27,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,zooplantivorous,3.4,4,7,0.571428571,,,,,,pelagic-neritic,200,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,Spawning,highly commercial,Y,Y,LC,34,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Merlangius merlangus,Whiting,Gadiformes,Gadidae,,4.4,0,28,0,,,,,,benthopelagic,65,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder,,,highly commercial,N,Y,LC,38,NECS,,North Sea,13-Jan,2017,Hermsen et al. 2017,
Limanda limanda,Common dab,Pleuronectiformes,Scophthalmidae,,3.4,0,100,0,,,,,,demersal,85,"Benthic foraging, active predation ",Benthic foraging,Active predation,,,commercial,N,N,LC,40,NECS,,North Sea,13-Jan,2017,Hermsen et al. 2017,
Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,,3.4,0,131,0,,,,,,benthopelagic,200,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,Schooling,,highly commercial,N,Y,LC,39,NECS,,North Sea,13-Jan,2017,Hermsen et al. 2017,
Sprattus sprattus,European sprat,Clupeiformes,Clupeidae,,3,1,141,0.007092199,,,,,,pelagic-neritic,80,Particulate feeder,Particulate feeder,,Schooling,,highly commercial,N,N,LC,33,NECS,,North Sea,13-Jan,2017,Hermsen et al. 2017,
Clupea pallasii,Pacific herring,Clupeiformes,Clupeidae,,3.2,4,205,0.019512195,,,,,,pelagic-neritic,237.5,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,Schooling,,highly commercial,N,Y,Not assessed,28,CCAL,North Pacific,British Columbia coast,2009-2016,2018,Hipfner et al. 2018,
Ammodytes personatus,Pacific sand lance,Perciformes,Ammodytidae,,3.1,11,734,0.014986376,,,,,,demersal,86,Particulate feeder,Particulate feeder,,Schooling,,highly commercial,N,N,Not assessed,26,CCAL,North Pacific,British Columbia coast,2009-2016,2018,Hipfner et al. 2018,
Terapon jarbua,Jarbua terapon,Perciformes,Terapontidae,,3.9,18,18,1,,,,,,demersal,185,"Active predation, benthic foraging, particulate feeder (juv), grazing",Active predation,Benthic foraging,Schooling,,minor commercial,Y,N,LC,37,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Muraenesox cinereus,Daggertooth pike conger,Anguilliformes,Muraenesocidae,,4.4,18,18,1,,,,,,demersal,150,"Benthic foraging, active predation ",Active predation,Benthic foraging,,,highly commercial,Y,Y,Not assessed,62,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Harpodon nehereus,Bombay duck,Aulopiformes,Synodontidae,,4.2,18,18,1,,,,,,benthopelagic,50,Active predation,Active predation,,Schooling,,highly commercial,N,N,Not assessed,18,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Cynoglossus abbreviatus,Three-lined tounge sole,Pleuronectiformes,Cynoglossidae,,3.5,18,18,1,,,,,,demersal,52.5,Benthic foraging,Benthic foraging,,,,commercial,N,N,Not assessed,47,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Planiliza haematocheila,So-iuy mullet,Mugiliformes,Mugilidae,,2.5,18,18,1,,,,,,pelagic-neritic,7.5,"Benthic foraging, grazing, scavenging",Benthic foraging,,Schooling (juv),,commercial,N,N,Not assessed,58,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Sillago sihama,Silver sillago,Perciformes,Sillaginidae,,3.3,18,18,1,,,,,,reef-associated,1,"Benthic foraging, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),Schooling,,commercial,Y,N,LC,24,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Photopectoralis bindus,Orangefin ponyfish,Perciformes,Leiognathidae,,2.9,18,18,1,,,,,,demersal,81,"Benthic foraging, scavenging, grazing, particulate feeder",Benthic foraging,Particulate feeder,Schooling,,minor commercial,N,N,Not assessed,15,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Oxyeleotris marmorata,Marble goby,Perciformes,Eleotridae,,3.9,18,18,1,,,,,,demersal,10,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,Y,N,LC,61,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,"detritus, algae, zooplanktivorous",2.5,18,18,1,,,,,,benthopelagic,5,"Benthic foraging, scavenging, grazing, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),Schooling,,highly commercial,Y,Y,LC,42,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Collichthys lucidus,,Perciformes,Sciaenidae,,3.6,18,18,1,,,,,,demersal,45,"Benthic foraging, active predation ",Benthic foraging,Active predation,,,none,N,N,Not assessed,17,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Coilia ectenes,Japanese grenadier herring,Clupeiformes,Engraulidae,,3,18,18,1,,,,,,pelagic-neritic,,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,,,,commercial,N,N,EN,33,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Callionymus planus,Japanese darter dragonet,Perciformes,Callionymidae,,3.2,18,18,1,,,,,,demersal,,not listed,not listed,not listed,,,none,N,N,Not assessed,18,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Sebastiscus marmoratus,False kelpfish,Scorpaeniformes,Sebastidae,,3.7,18,18,1,,,,,,demersal,,not listed,not listed,not listed,,,commercial,Y,Y,Not assessed,33,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Synechogobius ommaturus,Asian freshwater goby,Perciformes,Gobiidae,,3.6,18,18,1,,,,,,demersal,,not listed,not listed,not listed,,,none,N,N,Not assessed,45,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Thamnaconus septentrionalis,,Tetraodontiformes,Monacanthidae,,3.4,18,18,1,,,,,,demersal,,not listed,not listed,not listed,,,none,N,N,Not assessed,35,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Pampus cinereus,Silver pomfret,Perciformes,Stromateidae,,3.3,18,18,1,,,,,,benthopelagic,57.5,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,Schooling,,highly commercial,N,N,Not assessed,31,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Psenopsis anomala,Pacific rudderfish,Perciformes,Centrolophidae,,4,18,18,1,,,,,,benthopelagic,185,Particulate feeder,Particulate feeder,,Schooling,,commercial,N,N,LC,32,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Larimichthys crocea,Large yellow croaker,Perciformes,Sciaenidae,,3.7,18,18,1,,,,,,benthopelagic,60,"Active predation, particulate feeder",Particulate feeder,Active predation,,,highly commercial,Y,N,Not assessed,42,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Lateolabrax japonicus,Japanese seabass,Perciformes,Lateolabracidae,,3.1,18,18,1,,,,,,reef-associated,,"Active predation, benthic foraging, particulate feeder",Particulate feeder,Active predation,,,commercial,Y,Y,Not assessed,52,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Branchiostegus japonicus,Horsehead tilefish,Perciformes,Malacanthidae,,3.4,18,18,1,,,,,,demersal,115,Particulate feeder,Particulate feeder,,,,commercial,N,N,LC,35,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Hyporhamphus intermedius,Asian pencil halfbeak,Beloniformes,Hemiramphidae,,3.4,18,18,1,,,,,,pelagic-neritic,,Particulate feeder,Particulate feeder,,,,commercial,N,N,Not assessed,21,CHIN,,East and South China Sea,2015,2017,Jabeen et al. 2017,
Lampris immaculatus,Southern opah,Lampriformes,Lampridae,"squid, piscivorous",4.4,10,69,0.144927536,14.5% occurence,*see notes,no data,can calculate see note*,102.29 cm,pelagic-oceanic,267.5,"Active predation, benthic foraging, particulate feeder",Active predation,,,,none,N,N,Not assessed,57,FKLD,,South Pacific Gyre,1993-1994,2000,Jackson et al. 2000,"Thin translucent strip of plastic (28.5 _ 13.5 cm), 1 piece mono-filament line (6 cm), 1 cigarette packet wrapper, Spanish ÔFelipitaÕ super-absorbent napkin wrapper (19.5 _ 18 cm), Thin, translucent strip of plastic (67.5 _ 4.5 cm), 1 piece polythene, not measured , Frozen fish packed from Chile, imported to USA (28 _ 36 cm) , Thick plastic sheet (10 _ 13 cm), Bluebird crisp packetÑNew Zealand (16 _ 20 cm), 1 piece clear wrapping plastic (2.5 _ 1.5 cm)"
Alepisaurus ferox,Longsnouted lancetfish,Aulopiformes,Alepisauridae,"piscivorous, cephalopods, crustaceans",4,47,192,0.244791667,24.50%,"fragments, rope, net, plastic, strap, miscellaneous",no data,Length (mean): 73.9 ± 111.1 mm and weight (mean): 1.2 +- 1.7 g,65-137 cm FL (bimodal),bathypelagic,915,"Active predation, benthic foraging, particulate feeder",Active predation,Benthic foraging,,,none,N,N,LC,83,NPTG,,North Pacific Gyre,November 2010-August 2011,2013,Jantz et al. 2013,*detailed information of size and sillouhuette size etc. listed for types of debris
Pomatoschistus minutis,Sand goby,Perciformes,Gobiidae,,,15,200,0.075,,,,,,,,"Benthic foraging, particulate feeder",Benthic foraging,Particulate feeder,Schooling,,none,N,N,LC,15,NECS,North Atlantic,Bristol Channel and Severn estuary,1972-1975,1976,Kartar et al. 1976,
Platichthys flesus,Flounder,Pleuronectiformes,Pleuronectidae,,3.3,133,1090,0.122018349,,,,,,demersal,50,"Benthic foraging, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),,,commercial,experimental,Y,LC,42,NECS,North Atlantic,Bristol Channel and Severn estuary,1972-1975,1976,Kartar et al. 1976,
Ciliata mustela,Five bearded rockling,Gadiformes,Lotidae,,,6,108,0.055555556,,,,,,,,"Benthic foraging, particulate feeder",Benthic foraging,Particulate feeder,,,commercial,N,N,LC,19,NECS,North Atlantic,Bristol Channel and Severn estuary,1972-1975,1976,Kartar et al. 1976,
Sardinella longiceps,Indian oil sardine,Clupeiformes,Clupeidae,,2.4,0,12,0,,,,,,pelagic-neritic,110,"Benthic foraging, particulate feeder, grazing, filter-feeder: facultative",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,N,LC,17,INDE,Indian Ocean,Southern India,2013,2013,Kripa et al. 2014,
Stolephorus commersonnii,Commerson's anchovy,Clupeiformes,Engraulidae,,3.1,6,16,0.375,,,,,,pelagic-neritic,25,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,commercial,N,N,LC,14,INDE,Indian Ocean,Southern India,2013,2013,Kripa et al. 2014,
Boreogadus saida,Polar cod,Gadiformes,Gadidae,,3.1,2,72,0.027777778,,,,,,demersal,200,"Benthic foraging, particulate feeder",Benthic foraging,Particulate feeder,,,highly commercial,N,N,Not assessed,46,BPRL,,Arctic Ocean,2012-2015,2018,Kuhn et al. 2018,
Gadus morhua,Atlantic Cod,Gadiformes,Gadidae,,4.1,5,205,0.024,,,,,,benthopelagic,175,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,Spawning,highly commercial,Y,Y,VU,65,GFST,,Newfoundland,2015,2016,Liboiron et al. 2016,
Merluccius bilinearis,Silver hake,Gadiformes,Merluccidae,,4.5,0,134,0,,,,,,demersal,484.5,"Active predation, benthic foraging, particulate feeder",Active predation,Benthic foraging,,,none,N,N,NT,54,GFST,,Newfoundland,2016,2018,Liboiron et al. 2018,
Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,"Carnivorous (piscivorous, invertebrates)",4.1,0,756,0,,,,,,bathydemersal,350,Active predation,Active predation,,,,minor commercial,N,N,LC,63,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Molva macrophthalma,Spanish ling,Gadiformes,Lotidae,no data,4.5,0,990,0,,,,,,demersal,600,"Active predation, benthic foraging",Active predation,Benthic foraging,,,none,N,N,LC,63,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,carnivore,3.8,7,9981,0.000701333,,,,,,demersal,100,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,62,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Scymnodon ringens,Knifetooth dogfish,Squaliformes,Somniosidae,,3.9,0,49,0,,,,,,bathypelagic,900,Active predation,Active predation,,,,minor commercial,N,N,DD,58,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Zeus faber,John Dory,Zeiformes,Zeidae,"piscivorous, crustaceans",4.5,0,1346,0,,,,,,benthopelagic,100,"Active predation, benthic foraging",Active predation,Benthic foraging,Solitary,,commercial,Y,N,DD,68,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Phycis blennoides,Greater forkbeard,Gadiformes,Phycidae,"invertebrates, piscivorous",3.7,0,1828,0,,,,,,benthopelagic,275,"Active predation, benthic foraging, particulate feeder",Active predation,Benthic foraging,,,commercial,N,N,Not assessed,52,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Merluccius merluccius,European hake,Gadiformes,Merluccidae,piscivorous,4.4,0,16164,0,,,,,,demersal,235,"Active predation, particulate feeder (juv)",Active predation,Particulate feeder (juv),,,highly commercial,N,Y,LC,64,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Conger conger,European conger,Anguilliformes,Congridae,predatory,4.2,1,7007,0.000142714,,,,,,demersal,585.5,Active predation,Active predation,,,,commercial,N,Y,LC,86,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Micomesistius poutassou,Blue whiting,Gadiformes,Gadidae,,4.1,2,10575,0.000189125,,,,,,demersal,350,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder,,,highly commercial,N,N,Not assessed,34,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Pagellus bogaraveo,Blackspot seabream,Perciformes,Sparidae,"invertebrates, piscivorous",4.2,0,174,0,,,,,,benthopelagic,226,"Active predation, benthic foraging, particulate feeder",Active predation,Benthic foraging,,,commercial,Y,N,NT,57,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Lophius budegassa,Blackbellied angler,Lophiiformes,Lophiidae,,4.4,0,505,0,,,,,,bathydemersal,541.5,"Active predation, benthic foraging",Active predation,Benthic foraging,,,commercial,N,N,DD,69,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Aphanopus carbo,Black scabbard,Perciformes,Trichiuridae,,4.5,0,11,0,,,,,,bathypelagic,1000,"Active predation, particulate feeder",Active predation,,,,highly commercial,N,N,Not assessed,64,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Deania calcea,Birdbeak dogfish,Squaliformes,Centrophoridae,,4.3,0,130,0,,,,,,bathydemersal,900,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,66,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Lophius piscatorius,Angler,Lophiiformes,Lophiidae,"piscivorous, occasional bird",4.5,0,1382,0,,,,,,,,"Active predation, benthic foraging",Active predation,Benthic foraging,,,highly commercial,N,N,LC,72,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Galeus spp.,,Carcharhiniformes,Scyliorhinidae,,,3,2962,0.001012829,,,,,,,,Active predation,Active predation,,,,,,,,,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Chelidonichthys lucerna,Tub gurnard,Scorpaeniformes,Triglidae,,4,0,1019,0,,,,,,demersal,169,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Raja clavata,Thornback ray,Rajiformes,Rajidae,"omnivore, crustaceans",3.5,0,2705,0,,,,,,demersal,512.5,"Active predation, benthic foraging",Benthic foraging,Active predation,Spawning,,commercial,N,Y,NT,73,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Mullus surmuletus,Surmullet,Perciformes,Mullidae,"invertebrates, piscivorous",3.5,0,1298,0,,,,,,demersal,207,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,39,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Raja montagui,Spotted ray,Rajiformes,Rajidae,,3.9,0,1421,0,,,,,,demersal,269,"Active predation, benthic foraging",Benthic foraging,Active predation,,,minor commercial,N,N,LC,57,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Leucoraja circularis,Sandy ray,Rajiformes,Rajidae,,3.5,0,34,0,,,,,,demersal,373,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,EN,67,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Lithognathus mormyrus,Sand seabras,Perciformes,Sparidae,,3.4,0,63,0,,,,,,demersal,15,"Active predation, benthic foraging",Benthic foraging,,Schooling,,minor commercial,N,Y,LC,40,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Scorpaena scrofa,Red scorpionfish,Scorpaeniformes,Scorpaenidae,,4.3,0,51,0,,,,,,demersal,125,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,N,LC,68,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Chelidonichthys cuculus,Red gurnard,Scorpaeniformes,Triglidae,,3.8,1,3503,0.00028547,,,,,,demersal,140,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,,minor commercial,N,N,LC,46,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Trisopterus luscus,Pouting,Gadiformes,Gadidae,"piscivorous, crustaceans",3.7,1,3076,0.000325098,,,,,,benthopelagic,65,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,,commercial,N,N,Not assessed,44,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Trisopterus minutus,Poor cod,Gadiformes,Gadidae,predatory,3.7,0,2062,0,,,,,,benthopelagic,107.5,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,N,Not assessed,48,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Trigla lyra,piper gurnard,Scorpaeniformes,Triglidae,crustaceans,3.7,0,1488,0,,,,,,bathydemersal,275,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,63,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Lepidorhombus whiffiagonis,Megrim,Pleuronectiformes,Scophthalmidae,carnivore,4.3,0,6753,0,,,,,,demersal,400,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,highly commercial,N,N,Not assessed,62,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Chelidonichthys obscurus,Longfin gurnard,Scorpaeniformes,Triglidae,,3.7,0,412,0,,,,,,demersal,85,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Particulate feeder,,,commercial,N,N,LC,52,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Chelidonichthys gurnardus,Gray gurnard,Scorpaeniformes,Triglidae,,3.9,0,2853,0,,,,,,demersal,80,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,N,Not assessed,30,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Lepidorhombus boscii,Four-spot megrim,Pleuronectiformes,Scophthalmidae,,3.7,0,25914,0,,,,,,demersal,403.5,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,minor commercial,N,N,Not assessed,38,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Callionymus lyra,Dragonet,Perciformes,Callionymidae,invertebrates and crustaceans,4.3,0,2116,0,,,,,,demersal,17.5,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,29,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Leucoraja naevus,Cuckoo ray,Rajiformes,Rajidae,,4.2,1,381,0.002624672,,,,,,demersal,260,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,N,LC,47,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,,3.5,0,370,0,,,,,,benthopelagic,60,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Scorpaena loppei,Cadenat's rockfish,Scorpaeniformes,Scorpaenidae,,3.5,0,104,0,,,,,,demersal,125,Benthic foraging,Benthic foraging,,,,none,N,N,LC,26,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,carnivore,3.5,0,3618,0,,,,,,bathydemersal,375,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,N,LC,54,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Spondyliosoma cantharus,Black seabream,Perciformes,Sparidae,,3.3,0,284,0,,,,,,benthopelagic,152.5,"Active predation, benthic foraging, particulate feeder",Benthic foraging,,,,commercial,Y,N,LC,37,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Gaidropsarus macrophthalmus,Bigeye rockling,Gadiformes,Lotidae,,3.5,0,725,0,,,,,,demersal,340,Benthic foraging,Benthic foraging,,,,subsistence,N,N,LC,27,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
Pagellus acarne,Axillary seabream,Perciformes,Sparidae,"omnivorous, invertebrates",3.8,0,1917,0,,,,,,benthopelagic,70,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,43,NECS,North Atlantic,Iberian Sea,1999-2016,2018,Lucia et al. 2018,"*Only considered meso and macroplastics, may exclude from analyses*"
